No,Student ID,Level Cohort,Term No / Semester No,Subject Code,Subject Status,Subject Status,Subject Credit Hours,Subject Marks,Subject Grade
1,0030881,DECE2408,1,AAM 4014,Completed,Active,4,59,C+
2,0030881,DECE2408,1,CLE 4063,Completed,Active,3,57,C+
3,0030881,DECE2408,1,CLE 4073,Completed,Active,3,58,C+
4,0030881,DECE2408,1,CLE 4083,Completed,Active,3,74,B+
5,0030881,DECE2408,1,ENG 4013,Completed,Active,3,68,B
6,0030881,DECE2408,1,MPU 2192,Completed,Active,2,77,A-
7,0030881,DECE2408,2,CDT 4013,Completed,Active,3,70,B+
8,0030881,DECE2408,2,CLE 4013,Completed,Active,3,55,C+
9,0030881,DECE2408,2,CLE 4023,Completed,Active,3,50,C
10,0030881,DECE2408,2,CLE 4033,Completed,Active,3,75,A-
11,0030881,DECE2408,2,CLE 4043,Completed,Active,3,56,C+
12,0030881,DECE2408,2,SER 1100,Completed,Active,2,83,A
13,0030881,DECE2408,3,CLE 4053,Completed,Active,3,60,B-
14,0030881,DECE2408,3,FAC 4013,Completed,Active,3,69,B
15,0030881,DECE2408,3,MPU 2222,Completed,Active,2,96,A+
16,0026384,DECE1908,1,CSC 1200,Completed,Active,3,56,C+
17,0026384,DECE1908,1,ECE 1100,Completed,Active,3,52,C
18,0026384,DECE1908,1,ECE 1140,Completed,Active,3,46,C-
19,0026384,DECE1908,1,EDU 1100,Completed,Active,3,52,C
20,0026384,DECE1908,1,MPU 2163,Completed,Active,3,64,P
21,0026384,DECE1908,1,PSY 1100,Completed,Active,3,55,C+
22,0026384,DECE1908,2,ECE 1110,Completed,Active,3,50,C
23,0026384,DECE1908,2,EDU 1110,Completed,Active,2,72,B+
24,0026384,DECE1908,2,PSY 1110,Completed,Active,3,61,B-
25,0026384,DECE1908,3,ECE 1140,Completed,Repeat,3,72,B+
26,0026384,DECE1908,3,EDU 1140,Completed,Active,4,62,B-
27,0026384,DECE1908,3,EDU 1150,Completed,Active,4,50,C
28,0026384,DECE1908,3,EDU 1230,Completed,Active,3,60,B-
29,0026384,DECE1908,3,ENG 1100,Completed,Active,2,73,B+
30,0026384,DECE1908,3,GEN 1120,Completed,Active,2,64,P
31,0026384,DECE1908,4,COM 1100,Completed,Active,2,62,P
32,0026384,DECE1908,4,ECE 1120,Completed,Active,3,44,D
33,0026384,DECE1908,4,ECE 1130,Completed,Active,3,65,B
34,0026384,DECE1908,4,ECE 1200,Completed,Active,3,59,C+
35,0026384,DECE1908,4,EDU 1120,Completed,Active,2,54,C
36,0026384,DECE1908,4,EDU 1210,Completed,Active,3,46,C-
37,0026384,DECE1908,4,EDU 1240,Completed,Active,3,61,B-
38,0026384,DECE1908,5,ECE 1220,Completed,Active,3,52,C
39,0026384,DECE1908,5,EDU 1130,Completed,Active,2,54,C
40,0026384,DECE1908,5,EDU 1160,Completed,Active,3,63,B-
41,0026384,DECE1908,5,EDU 1220,Completed,Active,3,54,C
42,0026384,DECE1908,5,PSY 1200,Completed,Active,3,56,C+
43,0026384,DECE1908,5,SER 1100,Completed,Active,2,74,P
44,0026384,DECE1908,6,INT 1230,Completed,Active,4,69,B
45,0026384,DECE1908,7,ECE 1120,Completed,Repeat,3,67,B
46,0026384,DECE1908,7,ECE 1210,Completed,Active,3,52,C
47,0026384,DECE1908,7,MGT 1200,Completed,Active,3,70,B+
48,0026384,DECE1908,8,INT 1240,Completed,Active,4,63,B-
49,0026384,DECE1908,9,EDU 1210,Completed,Repeat,3,61,B-
50,0031131,DECE2501,1,CDT 4013,Completed,Active,3,60,B-
51,0031131,DECE2501,1,CLE 4013,Completed,Active,3,50,C
52,0031131,DECE2501,1,CLE 4023,Completed,Active,3,50,C
53,0031131,DECE2501,1,CLE 4033,Completed,Active,3,72,B+
54,0031131,DECE2501,1,CLE 4043,Completed,Active,3,55,C+
55,0031131,DECE2501,1,SER 1100,Completed,Active,2,76,A-
56,0031131,DECE2501,2,CLE 4053,Completed,Active,3,50,C
57,0031131,DECE2501,2,FAC 4013,Completed,Active,3,70,B+
58,0031131,DECE2501,2,MPU 2222,Completed,Active,2,86,A
59,0029732,DECE2306,1,CLE 4053,Completed,Active,3,60,B-
60,0029732,DECE2306,1,FAC 4013,Completed,Active,3,66,B
61,0029732,DECE2306,1,MPU 2212,Completed,Active,2,64,B-
62,0029732,DECE2306,2,AAM 4014,Completed,Active,4,75,A-
63,0029732,DECE2306,2,CLE 4063,Completed,Active,3,63,B-
64,0029732,DECE2306,2,CLE 4073,Completed,Active,3,69,B
65,0029732,DECE2306,2,CLE 4083,Completed,Active,3,70,B+
66,0029732,DECE2306,2,ENG 4013,Completed,Active,3,67,B
67,0029732,DECE2306,2,MPU 2192,Completed,Active,2,73,B+
68,0029732,DECE2306,3,CDT 4013,Completed,Active,3,70,B+
69,0029732,DECE2306,3,CLE 4013,Completed,Active,3,80,A
70,0029732,DECE2306,3,CLE 4023,Completed,Active,3,67,B
71,0029732,DECE2306,3,CLE 4033,Completed,Active,3,93,A+
72,0029732,DECE2306,3,CLE 4043,Completed,Active,3,78,A-
73,0029732,DECE2306,3,SER 1100,Completed,Active,2,77,A-
74,0029732,DECE2306,4,CLE 4123,Completed,Active,3,62,B-
75,0029732,DECE2306,4,CLE 4133,Completed,Active,3,67,B
76,0029732,DECE2306,4,SSC 2010,Completed,Active,2,84,A
77,0029732,DECE2306,5,AAM 4023,Completed,Active,3,69,B
78,0029732,DECE2306,5,CLE 4143,Completed,Active,3,72,B+
79,0029732,DECE2306,5,CLE 4153,Completed,Active,3,65,B
80,0029732,DECE2306,5,PDT 4013,Completed,Active,3,63,B-
81,0029732,DECE2306,5,PDT 4023,Completed,Active,3,71,B+
82,0029732,DECE2306,6,CDT 4024,Completed,Active,4,75,A-
83,0029732,DECE2306,6,CDT 4033,Completed,Active,3,69,B
84,0029732,DECE2306,6,CLE 4093,Completed,Active,3,66,B
85,0029732,DECE2306,6,CLE 4103,Completed,Active,3,68,B
86,0029732,DECE2306,6,CLE 4113,Completed,Active,3,66,B
87,0029732,DECE2306,7,PDT 4034,Completed,Active,4,82,A
88,0029732,DECE2306,7,PDT 4044,Completed,Active,4,84,A
89,0021230,DECE1404,1,ECE 1100,Active,Active,3,86,A
90,0021230,DECE1404,1,ECE 1130,Active,Active,3,84,A
91,0021230,DECE1404,1,EDU 1100,Active,Active,3,80,A
92,0021230,DECE1404,1,EDU 1110,Active,Active,2,83,A
93,0021230,DECE1404,1,EDU 1230,Active,Active,3,71,B+
94,0021230,DECE1404,1,MPU 2163,Active,Active,3,57,P
95,0021230,DECE1404,1,PSY 1100,Active,Active,3,85,A
96,0021230,DECE1404,2,ECE 1110,Completed,Active,3,76,A-
97,0021230,DECE1404,2,EDU 1140,Completed,Active,4,75,A-
98,0021230,DECE1404,2,EDU 1150,Completed,Active,4,82,A
99,0021230,DECE1404,2,ENG 1100,Completed,Active,2,76,A-
100,0021230,DECE1404,2,GEN 1120,Completed,Active,2,70,P
101,0021230,DECE1404,2,PSY 1110,Completed,Active,3,88,A
102,0021230,DECE1404,3,ECE 1230,Completed,Active,4,71,B+
103,0021230,DECE1404,4,ECE 1120,Completed,Active,3,81,A
104,0021230,DECE1404,4,ECE 1220,Completed,Active,3,85,A
105,0021230,DECE1404,4,EDU 1130,Completed,Active,2,84,A
106,0021230,DECE1404,4,EDU 1210,Completed,Active,3,70,B+
107,0021230,DECE1404,4,EDU 1220,Completed,Active,3,89,A
108,0021230,DECE1404,4,MGT 1200,Completed,Active,3,85,A
109,0021230,DECE1404,4,SER 1100,Completed,Active,2,82,P
110,0021230,DECE1404,5,CSC 1200,Completed,Active,3,77,A-
111,0021230,DECE1404,5,ECE 1210,Completed,Active,3,76,A-
112,0021230,DECE1404,5,EDU 1120,Completed,Active,2,84,A
113,0021230,DECE1404,5,EDU 1160,Completed,Active,3,85,A
114,0021230,DECE1404,5,EDU 1240,Completed,Active,3,80,A
115,0021230,DECE1404,5,PSY 1200,Completed,Active,3,82,A
116,0021230,DECE1404,6,COM 1100,Completed,Active,2,73,P
117,0021230,DECE1404,6,ECE 1140,Completed,Active,3,77,A-
118,0021230,DECE1404,6,ECE 1200,Completed,Active,3,75,A-
119,0021230,DECE1404,7,ECE 1240,Completed,Active,4,85,A
120,0021215,DECE1401,1,ECE 1100,Active,Active,3,86,A
121,0021215,DECE1401,1,ECE 1120,Active,Active,3,67,B
122,0021215,DECE1401,1,ECE 1130,Active,Active,3,79,A-
123,0021215,DECE1401,2,COM 1100,Completed,Active,2,79,P
124,0021215,DECE1401,2,EDU 1100,Completed,Active,3,66,B
125,0021215,DECE1401,2,EDU 1110,Completed,Active,2,91,A+
126,0021215,DECE1401,2,EDU 1130,Completed,Active,2,68,B
127,0021215,DECE1401,2,EDU 1230,Completed,Active,3,60,B-
128,0021215,DECE1401,2,MPU 2163,Completed,Active,3,59,P
129,0021215,DECE1401,2,PSY 1100,Completed,Active,3,79,A-
130,0021215,DECE1401,3,ECE 1110,Completed,Active,3,74,B+
131,0021215,DECE1401,3,ECE 1220,Completed,Active,3,74,B+
132,0021215,DECE1401,3,EDU 1140,Completed,Active,4,77,A-
133,0021215,DECE1401,3,EDU 1150,Completed,Active,4,84,A
134,0021215,DECE1401,3,EDU 1210,Completed,Active,3,61,B-
135,0021215,DECE1401,3,GEN 1120,Completed,Active,2,66,P
136,0021215,DECE1401,4,ECE 1230,Completed,Active,4,56,C+
137,0021215,DECE1401,5,CSC 1200,Completed,Active,3,79,A-
138,0021215,DECE1401,5,ECE 1200,Completed,Active,3,70,B+
139,0021215,DECE1401,5,ECE 1210,Completed,Active,3,67,B
140,0021215,DECE1401,5,EDU 1220,Completed,Active,3,81,A
141,0021215,DECE1401,5,ENG 1100,Completed,Active,2,70,B+
142,0021215,DECE1401,5,MGT 1200,Completed,Active,3,88,A
143,0021215,DECE1401,5,SER 1100,Completed,Active,2,82,P
144,0021215,DECE1401,6,ECE 1140,Completed,Active,3,77,A-
145,0021215,DECE1401,6,EDU 1120,Completed,Active,2,79,A-
146,0021215,DECE1401,6,EDU 1160,Completed,Active,3,82,A
147,0021215,DECE1401,6,EDU 1240,Completed,Active,3,77,A-
148,0021215,DECE1401,6,PSY 1110,Completed,Active,3,77,A-
149,0021215,DECE1401,6,PSY 1200,Completed,Active,3,77,A-
150,0021215,DECE1401,7,ECE 1240,Completed,Active,4,75,A-
151,0028751,DECE2205,1,ECE 1120,Completed,Active,3,74,B+
152,0028751,DECE2205,1,EDU 1110,Completed,Active,2,64,B-
153,0028751,DECE2205,1,EDU 1210,Completed,Active,3,57,C+
154,0028751,DECE2205,2,ECE 1100,Completed,Active,3,60,B-
155,0028751,DECE2205,2,EDU 1120,Completed,Active,2,75,A-
156,0028751,DECE2205,2,EDU 1140,Completed,Active,4,67,B
157,0028751,DECE2205,2,EDU 1220,Completed,Active,3,61,B-
158,0028751,DECE2205,2,ENG 1100,Completed,Active,2,65,B
159,0028751,DECE2205,2,PSY 1100,Completed,Active,3,63,B-
160,0028751,DECE2205,2,PSY 1110,Completed,Active,3,62,B-
161,0028751,DECE2205,3,ECE 1130,Completed,Active,3,74,B+
162,0028751,DECE2205,3,ECE 1210,Completed,Active,3,62,B-
163,0028751,DECE2205,3,EDU 1150,Completed,Active,4,60,B-
164,0028751,DECE2205,3,EDU 1230,Completed,Active,3,70,B+
165,0028751,DECE2205,3,MGT 1200,Completed,Active,3,63,B-
166,0028751,DECE2205,3,PSY 1200,Completed,Active,3,60,B-
167,0028751,DECE2205,4,INT 1230,Completed,Active,4,63,B-
168,0028751,DECE2205,5,CSC 1200,Completed,Active,3,71,B+
169,0028751,DECE2205,5,ECE 1140,Completed,Active,3,69,B
170,0028751,DECE2205,5,ECE 1220,Completed,Active,3,62,B-
171,0028751,DECE2205,5,EDU 1240,Completed,Active,3,61,B-
172,0028751,DECE2205,5,MPU 2193,Completed,Active,3,63,B-
173,0028751,DECE2205,5,SSC 2010,Completed,Active,2,72,B+
174,0028751,DECE2205,6,ECE 1110,Completed,Active,3,74,B+
175,0028751,DECE2205,6,ECE 1200,Completed,Active,3,72,B+
176,0028751,DECE2205,6,EDU 1100,Completed,Active,3,70,B+
177,0028751,DECE2205,6,EDU 1130,Completed,Active,2,64,B-
178,0028751,DECE2205,6,EDU 1160,Completed,Active,3,69,B
179,0028751,DECE2205,6,GEN 1001,Completed,Active,2,83,A
180,0028751,DECE2205,6,SER 1100,Completed,Active,2,76,A-
181,0028751,DECE2205,7,INT 1240,Completed,Active,4,72,B+
182,0031297,DECE2506,1,CLE 4053,Completed,Active,3,55,C+
183,0031297,DECE2506,1,FAC 4013,Completed,Active,3,73,B+
184,0031297,DECE2506,1,MPU 2222,Completed,Active,2,88,A
185,0027784,DSW_PT2101,1,GEN 1120,Completed,Active,2,67,P
186,0027784,DSW_PT2101,1,PSY 1004,Completed,Active,3,60,B-
187,0027784,DSW_PT2101,1,SOC 1101,Completed,Active,3,60,B-
188,0027784,DSW_PT2101,1,SWK 1101,Completed,Active,3,55,C+
189,0027784,DSW_PT2101,2,SER1100,Completed,Active,2,80,P
190,0027784,DSW_PT2101,2,SWK 1102,Completed,Active,3,67,B
191,0027784,DSW_PT2101,3,MPU 2163,Completed,Active,3,64,P
192,0027784,DSW_PT2101,3,SWK 1106,Completed,Active,3,60,B-
193,0027784,DSW_PT2101,3,SWK 1108,Completed,Active,3,55,C+
194,0027784,DSW_PT2101,3,SWK 1109,Completed,Active,2,56,C+
195,0027784,DSW_PT2101,4,INT 1111,Completed,Active,2,66,B
196,0027784,DSW_PT2101,4,SWK 1103,Completed,Active,4,59,C+
197,0027784,DSW_PT2101,4,SWK 1201,Completed,Active,4,66,B
198,0027784,DSW_PT2101,5,INT 1112,Completed,Active,4,86,A
199,0027784,DSW_PT2101,6,INT 1114,Completed,Active,3,77,A-
200,0027784,DSW_PT2101,6,SSC 2010,Completed,Active,2,86,P
201,0027784,DSW_PT2101,6,SWK 1104,Completed,Active,4,58,C+
202,0027784,DSW_PT2101,7,INT 1211,Completed,Active,2,71,B+
203,0027784,DSW_PT2101,7,SWK 1105,Completed,Active,4,64,B-
204,0027784,DSW_PT2101,7,SWK 1107,Completed,Active,3,69,B
205,0027784,DSW_PT2101,7,SWK 1204,Completed,Active,3,73,B+
206,0027784,DSW_PT2101,8,INT 1212,Completed,Active,4,80,A
207,0027784,DSW_PT2101,8,SWK 1210,Completed,Active,2,65,B
208,0027784,DSW_PT2101,9,INT 1214,Completed,Active,3,68,B
209,0027784,DSW_PT2101,9,SWK 1202,Completed,Active,4,72,B+
210,0027784,DSW_PT2101,9,SWK 1207,Completed,Active,3,64,B-
211,0027784,DSW_PT2101,9,SWK 1209,Completed,Active,2,80,A
212,0027784,DSW_PT2101,10,SWK 1203,Completed,Active,4,71,B+
213,0027784,DSW_PT2101,10,SWK 1205,Completed,Active,3,73,B+
214,0027784,DSW_PT2101,10,SWK 1206,Completed,Active,3,83,A
215,0025180,DSW_PT1808,1,MPU 2163,Completed,Active,3,73,P
216,0025180,DSW_PT1808,1,PSY 1004,Completed,Active,3,74,B+
217,0025180,DSW_PT1808,1,SOC 1101,Completed,Active,3,76,A-
218,0025180,DSW_PT1808,1,SWK 1101,Completed,Active,3,64,B-
219,0025180,DSW_PT1808,2,SWK 1102,Completed,Active,3,65,B
220,0025180,DSW_PT1808,2,SWK 1106,Completed,Active,3,65,B
221,0025180,DSW_PT1808,3,SER 1100,Completed,Active,2,55,P
222,0025180,DSW_PT1808,3,SWK 1103,Completed,Active,4,59,C+
223,0025180,DSW_PT1808,3,SWK 1107,Completed,Active,3,79,A-
224,0025180,DSW_PT1808,3,SWK 1108,Completed,Active,3,63,B-
225,0025180,DSW_PT1808,4,GEN 1120,Completed,Active,2,62,P
226,0025180,DSW_PT1808,4,INT 1111,Completed,Active,2,70,B+
227,0025180,DSW_PT1808,4,SWK 1104,Completed,Active,4,67,B
228,0025180,DSW_PT1808,4,SWK 1201,Completed,Active,4,63,B-
229,0025180,DSW_PT1808,5,INT 1112,Completed,Active,4,86,A
230,0025180,DSW_PT1808,5,INT 1113,Completed,Active,2,59,C+
231,0025180,DSW_PT1808,6,INT 1114,Completed,Active,2,71,B+
232,0025180,DSW_PT1808,6,SWK 1202,Completed,Active,4,72,B+
233,0025180,DSW_PT1808,6,SWK 1204,Completed,Active,3,66,B
234,0025180,DSW_PT1808,6,SWK 1206,Completed,Active,3,69,B
235,0025180,DSW_PT1808,7,INT 1211,Completed,Active,2,69,B
236,0025180,DSW_PT1808,7,MPU 2213,Completed,Active,3,71,P
237,0025180,DSW_PT1808,7,SWK 1203,Completed,Active,4,82,A
238,0025180,DSW_PT1808,7,SWK 1205,Completed,Active,3,72,B+
239,0025180,DSW_PT1808,8,SWK 1105,Completed,Active,4,75,A-
240,0025180,DSW_PT1808,8,SWK 1207,Completed,Active,3,67,B
241,0025180,DSW_PT1808,8,SWK 1209,Completed,Active,2,72,B+
242,0025180,DSW_PT1808,8,SWK 1210,Completed,Active,2,91,A+
243,0025180,DSW_PT1808,10,INT 1212,Completed,Active,4,62,B-
244,0025180,DSW_PT1808,10,INT 1213,Completed,Active,2,73,B+
245,0025180,DSW_PT1808,10,INT 1214,Completed,Active,2,64,B-
246,0030858,DFT2408,1,COM 1101,Completed,Active,3,77,A-
247,0030858,DFT2408,1,CSC 1100,Completed,Active,3,91,A+
248,0030858,DFT2408,1,ECO 1100,Completed,Active,3,68,B
249,0030858,DFT2408,1,FIN 1101,Completed,Active,3,62,B-
250,0030858,DFT2408,1,MGT 1100,Completed,Active,3,55,C+
251,0030858,DFT2408,1,MPU 2192,Completed,Active,2,82,A
252,0030858,DFT2408,2,BUS 1100,Completed,Active,3,69,B
253,0030858,DFT2408,2,BUS 1201,Completed,Active,3,72,B+
254,0030858,DFT2408,2,FIN 1100,Completed,Active,3,75,A-
255,0030858,DFT2408,2,FIN 1102,Completed,Active,3,57,C+
256,0030858,DFT2408,2,SER 1100,Completed,Active,2,80,A
257,0030858,DFT2408,2,STA 1100,Completed,Active,3,50,C
258,0030858,DFT2408,3,MKT 1100,Completed,Active,3,73,B+
259,0030858,DFT2408,3,MPU 2212,Completed,Active,2,82,A
260,0030858,DFT2408,3,MPU 2312,Completed,Active,2,88,A
261,0031095,DDM2501,1,BUS 1100,Completed,Active,3,70,B+
262,0031095,DDM2501,1,BUS 1201,Completed,Active,3,68,B
263,0031095,DDM2501,1,FIN 1100,Completed,Active,3,76,A-
264,0031095,DDM2501,1,MGT 1101,Completed,Active,3,71,B+
265,0031095,DDM2501,1,SER 1100,Completed,Active,2,64,B-
266,0031095,DDM2501,1,STA 1100,Completed,Active,3,70,B+
267,0031095,DDM2501,2,MGT 1100,Completed,Active,3,70,B+
268,0031095,DDM2501,2,MKT 1100,Completed,Active,3,80,A
269,0031095,DDM2501,2,MPU 2222,Completed,Active,2,89,A
270,0030336,DDB2401,1,BUS 1100,Completed,Active,3,70,B+
271,0030336,DDB2401,1,BUS 1201,Completed,Active,3,65,B
272,0030336,DDB2401,1,FIN 1100,Completed,Active,3,59,C+
273,0030336,DDB2401,1,MGT 1101,Completed,Active,3,66,B
274,0030336,DDB2401,1,SER 1100,Completed,Active,2,72,B+
275,0030336,DDB2401,1,STA 1100,Completed,Active,3,50,C
276,0030336,DDB2401,2,BUS 1202,Completed,Active,3,72,B+
277,0030336,DDB2401,2,MKT 1100,Completed,Active,3,68,B
278,0030336,DDB2401,2,SSC 2010,Completed,Active,2,76,A-
279,0030336,DDB2401,3,COM 1101,Completed,Active,3,75,A-
280,0030336,DDB2401,3,CSC 1100,Completed,Active,3,80,A
281,0030336,DDB2401,3,ECO 1100,Completed,Active,3,65,B
282,0030336,DDB2401,3,FIN 1101,Completed,Active,3,50,C
283,0030336,DDB2401,3,MGT 1100,Completed,Active,3,70,B+
284,0030336,DDB2401,3,MPU 2132,Completed,Active,2,50,C
285,0030336,DDB2401,4,BUS 1101,Completed,Active,3,58,C+
286,0030336,DDB2401,4,BUS 1103,Completed,Active,3,67,B
287,0030336,DDB2401,4,BUS 1203,Completed,Active,3,50,C
288,0030336,DDB2401,4,BUS 1205,Completed,Active,3,78,A-
289,0030336,DDB2401,4,CSC 1113,Completed,Active,3,67,B
290,0030336,DDB2401,4,ECO 1200,Completed,Active,3,65,B
291,0030336,DDB2401,5,BUS 1200,Completed,Active,3,73,B+
292,0030336,DDB2401,5,MKT 1207,Completed,Active,3,82,A
293,0030336,DDB2401,5,MPU 2312,Completed,Active,2,91,A+
294,0029949,DIT2308,1,CSC 1102,Completed,Active,3,71,B+
295,0029949,DIT2308,1,CSC 1103,Completed,Active,3,84,A
296,0029949,DIT2308,1,CSC 1104,Completed,Active,3,71,B+
297,0029949,DIT2308,1,CSC 1105,Completed,Active,3,60,B-
298,0029949,DIT2308,1,CSC 1110,Completed,Active,3,67,B
299,0029949,DIT2308,1,MPU 2192,Completed,Active,2,69,B
300,0029949,DIT2308,2,CSC 1106,Completed,Active,3,84,A
301,0029949,DIT2308,2,CSC 1109,Completed,Active,3,66,B
302,0029949,DIT2308,2,CSC 1201,Completed,Active,3,61,B-
303,0029949,DIT2308,2,CSC 1209,Completed,Active,3,62,B-
304,0029949,DIT2308,2,MAT 1101,Completed,Active,3,78,A-
305,0029949,DIT2308,2,SER 1100,Completed,Active,2,70,B+
306,0029949,DIT2308,3,CSC 1101,Completed,Active,3,88,A
307,0029949,DIT2308,3,MAT 1100,Completed,Active,3,94,A+
308,0029949,DIT2308,3,SSC 2010,Completed,Active,2,83,A
309,0029949,DIT2308,4,CSC 1111,Completed,Active,3,83,A
310,0029949,DIT2308,4,CSC 1206,Completed,Active,3,82,A
311,0029949,DIT2308,4,CSC 1210,Completed,Active,3,64,B-
312,0029949,DIT2308,4,CSC 1211,Completed,Active,3,74,B+
313,0029949,DIT2308,4,CSC 1212,Completed,Active,3,84,A
314,0029949,DIT2308,4,CSC 1216,Completed,Active,3,73,B+
315,0029949,DIT2308,5,CSC 1207,Completed,Active,3,86,A
316,0029949,DIT2308,5,CSC 1214,Completed,Active,3,75,A-
317,0029949,DIT2308,5,CSC 1215,Completed,Active,3,73,B+
318,0029949,DIT2308,5,CSC 1218,Completed,Active,3,58,C+
319,0029949,DIT2308,5,CSC 1250,Completed,Active,4,78,A-
320,0029949,DIT2308,6,BUS 1202,Completed,Active,3,72,B+
321,0029949,DIT2308,6,MGT 1201,Completed,Active,3,81,A
322,0029949,DIT2308,6,MPU 2312,Completed,Active,2,84,A
323,0031001,DDB2501,1,BUS 1100,Completed,Active,3,66,B
324,0031001,DDB2501,1,BUS 1201,Completed,Active,3,65,B
325,0031001,DDB2501,1,FIN 1100,Completed,Active,3,50,C
326,0031001,DDB2501,1,MGT 1101,Completed,Active,3,75,A-
327,0031001,DDB2501,1,SER 1100,Completed,Active,2,63,B-
328,0031001,DDB2501,1,STA 1100,Completed,Active,3,60,F
329,0031001,DDB2501,2,MGT 1100,Completed,Active,3,63,B-
330,0031001,DDB2501,2,MKT 1100,Completed,Active,3,80,A
331,0031001,DDB2501,2,MPU 2212,Completed,Active,2,76,A-
332,0030649,DFT2406,1,FIN 1105,Completed,Active,3,82,A
333,0030649,DFT2406,1,MKT 1100,Completed,Active,3,83,A
334,0030649,DFT2406,1,SSC 2010,Completed,Active,2,84,A
335,0030649,DFT2406,2,COM 1101,Completed,Active,3,83,A
336,0030649,DFT2406,2,CSC 1100,Completed,Active,3,87,A
337,0030649,DFT2406,2,ECO 1100,Completed,Active,3,75,A-
338,0030649,DFT2406,2,FIN 1101,Completed,Active,3,78,A-
339,0030649,DFT2406,2,MGT 1100,Completed,Active,3,73,B+
340,0030649,DFT2406,2,MPU 2192,Completed,Active,2,77,A-
341,0030649,DFT2406,3,BUS 1100,Completed,Active,3,72,B+
342,0030649,DFT2406,3,BUS 1201,Completed,Active,3,75,A-
343,0030649,DFT2406,3,FIN 1100,Completed,Active,3,76,A-
344,0030649,DFT2406,3,FIN 1102,Completed,Active,3,79,A-
345,0030649,DFT2406,3,SER 1100,Completed,Active,2,81,A
346,0030649,DFT2406,3,STA 1100,Completed,Active,3,84,A
347,0030649,DFT2406,4,FIN 1103,Completed,Active,3,78,A-
348,0030649,DFT2406,4,MKT 1207,Completed,Active,3,93,A+
349,0030649,DFT2406,4,MPU 2312,Completed,Active,2,85,A
350,0020453,DECE1501,1,ECE 1100,Active,Active,3,86,A
351,0020453,DECE1501,1,EDU 1120,Active,Active,2,81,A
352,0020453,DECE1501,1,EDU 1130,Active,Active,2,80,A
353,0020453,DECE1501,1,SER 1100,Active,Active,2,83,P
354,0020453,DECE1501,2,ECE 1110,Completed,Active,3,84,A
355,0020453,DECE1501,2,ECE 1120,Completed,Active,3,80,A
356,0020453,DECE1501,2,EDU 1100,Completed,Active,3,81,A
357,0020453,DECE1501,2,EDU 1110,Completed,Active,2,86,A
358,0020453,DECE1501,2,ENG 1100,Completed,Active,2,84,A
359,0020453,DECE1501,2,MPU 2163,Completed,Active,3,63,P
360,0020453,DECE1501,2,PSY 1100,Completed,Active,3,76,A-
361,0020453,DECE1501,3,ECE 1130,Completed,Active,3,82,A
362,0020453,DECE1501,3,ECE 1140,Completed,Active,3,72,B+
363,0020453,DECE1501,3,EDU 1140,Completed,Active,4,71,B+
364,0020453,DECE1501,3,EDU 1150,Completed,Active,4,83,A
365,0020453,DECE1501,3,GEN 1120,Completed,Active,2,63,P
366,0020453,DECE1501,3,PSY 1110,Completed,Active,3,85,A
367,0020453,DECE1501,4,ECE 1230,Completed,Active,4,80,A
368,0020453,DECE1501,5,ECE 1200,Completed,Active,3,75,A-
369,0020453,DECE1501,5,ECE 1210,Completed,Active,3,75,A-
370,0020453,DECE1501,5,EDU 1210,Completed,Active,3,75,A-
371,0020453,DECE1501,5,EDU 1220,Completed,Active,3,83,A
372,0020453,DECE1501,5,EDU 1230,Completed,Active,3,75,A-
373,0020453,DECE1501,5,MGT 1200,Completed,Active,3,76,A-
374,0020453,DECE1501,6,COM 1100,Completed,Active,2,57,P
375,0020453,DECE1501,6,CSC 1200,Completed,Active,3,85,A
376,0020453,DECE1501,6,ECE 1220,Completed,Active,3,92,A+
377,0020453,DECE1501,6,EDU 1160,Completed,Active,3,86,A
378,0020453,DECE1501,6,EDU 1240,Completed,Active,3,89,A
379,0020453,DECE1501,6,PSY 1200,Completed,Active,3,81,A
380,0020453,DECE1501,7,ECE 1240,Completed,Active,4,70,B+
381,0030235,DECE2401,1,CDT 4013,Completed,Active,3,81,A
382,0030235,DECE2401,1,CLE 4013,Completed,Active,3,70,B+
383,0030235,DECE2401,1,CLE 4023,Completed,Active,3,69,B
384,0030235,DECE2401,1,CLE 4033,Completed,Active,3,85,A
385,0030235,DECE2401,1,CLE 4043,Completed,Active,3,75,A-
386,0030235,DECE2401,1,SER 1100,Completed,Active,2,78,A-
387,0030235,DECE2401,2,CLE 4053,Completed,Active,3,80,A
388,0030235,DECE2401,2,FAC 4013,Completed,Active,3,74,B+
389,0030235,DECE2401,2,SSC 2010,Completed,Active,2,75,A-
390,0030235,DECE2401,3,AAM 4014,Completed,Active,4,76,A-
391,0030235,DECE2401,3,CLE 4063,Completed,Active,3,78,A-
392,0030235,DECE2401,3,CLE 4073,Completed,Active,3,84,A
393,0030235,DECE2401,3,CLE 4083,Completed,Active,3,80,A
394,0030235,DECE2401,3,ENG 4013,Completed,Active,3,75,A-
395,0030235,DECE2401,3,MPU 2192,Completed,Active,2,77,A-
396,0030235,DECE2401,4,CDT 4024,Completed,Active,4,87,A
397,0030235,DECE2401,4,CDT 4033,Completed,Active,3,78,A-
398,0030235,DECE2401,4,CLE 4093,Completed,Active,3,76,A-
399,0030235,DECE2401,4,CLE 4103,Completed,Active,3,82,A
